product_name,custom_code,material_type,material_finish,eb_brand,panel_type,thickness_band_mm,edge_band_code,price_per_running_meter
ES91630E,ES91630E,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
ES91629E,ES91629E,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
ES91629E,ES91629E,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
ES91625E,ES91625E,Acrylic,Glossy,Sidmark,Carcass,upto_18.5,23_1p3,96.0
ES91625E,ES91625E,Acrylic,Glossy,Sidmark,Shutter,upto_18.5,23_1p3,96.0
ES91635,ES91635,Acrylic,Glossy,Rehau,Carcass,upto_18.5,23_1p3,27.0
ES91635,ES91635,Acrylic,Glossy,Rehau,Shutter,upto_18.5,23_1p3,27.0
ES91637,ES91637,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,27.0
ES91637,ES91637,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,27.0
ES91627,ES91627,Acrylic,Glossy,Rehau,Carcass,upto_18.5,23_1p3,96.0
ES91627,ES91627,Acrylic,Glossy,Rehau,Shutter,upto_18.5,23_1p3,96.0
ES91626,ES91626,Acrylic,Glossy,,Carcass,upto_18.5,23_1p3,23.0
ES91626,ES91626,Acrylic,Glossy,,Shutter,upto_18.5,23_1p3,23.0
65689,65689,Acrylic,Matt,PRINTECH KR,Carcass,upto_18.5,22_1p0,25.0
65689,65689,Acrylic,Matt,PRINTECH KR,Shutter,upto_18.5,22_1p0,25.0
66690,66690,Acrylic,Matt,PRINTECH KR,Carcass,upto_18.5,22_1p0,25.0
66690,66690,Acrylic,Matt,PRINTECH KR,Shutter,upto_18.5,22_1p0,25.0
67691,67691,Acrylic,Matt,PRINTECH KR,Carcass,upto_18.5,22_1p0,25.0
67691,67691,Acrylic,Matt,PRINTECH KR,Shutter,upto_18.5,22_1p0,25.0
67692,67692,Acrylic,Matt,PRINTECH KR,Carcass,upto_18.5,22_1p0,25.0
67692,67692,Acrylic,Matt,PRINTECH KR,Shutter,upto_18.5,22_1p0,25.0
NY1103G,NY1103G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1103G,NY1103G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1106G,NY1106G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1106G,NY1106G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1110G,NY1110G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1110G,NY1110G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1113G,NY1113G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1113G,NY1113G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1115G,NY1115G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1115G,NY1115G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1124G,NY1124G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1124G,NY1124G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1156G,NY1156G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1156G,NY1156G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1163G,NY1163G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1163G,NY1163G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1167G,NY1167G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1167G,NY1167G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1169G,NY1169G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1169G,NY1169G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1176G,NY1176G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1176G,NY1176G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
NY1181G,NY1181G,Acrylic,Glossy,Ningyi,Carcass,upto_18.5,23_1p3,23.0
NY1181G,NY1181G,Acrylic,Glossy,Ningyi,Shutter,upto_18.5,23_1p3,23.0
